,customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,order_number,line_item,order_date,delivery_date,storekey,productkey,quantity,currency_code,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
2697,2067035,Female,Helene Pedersen,Salt Lake City,UT,Utah,84116,United States,North America,2001-06-06,1512053,1,2019-02-20,Not Delivered,63,552,1,USD,2019-02-20,USD,1.0,Proseware Projector 1080p DLP86 White,Proseware,White,827.97,2499.0,305,Projectors & Screens,3,Computers,2000.0,2008-03-06
2698,1676402,Male,Thomas Greenbaum,Orem,UT,Utah,84058,United States,North America,1983-09-09,1722018,3,2019-09-18,Not Delivered,63,1791,10,USD,2019-09-18,USD,1.0,MGS Kings & Myths: The Age Collection2009 E147,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
2699,1506511,Male,James Mehl,Salt Lake City,UT,Utah,84106,United States,North America,1969-04-12,1295009,2,2018-07-18,Not Delivered,63,452,2,USD,2018-07-18,USD,1.0,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,112.14,219.95,303,Desktops,3,Computers,2000.0,2008-03-06
2700,1586491,Female,Ruby Brown,Heber City,UT,Utah,84032,United States,North America,1986-02-14,1633024,3,2019-06-21,Not Delivered,63,86,2,USD,2019-06-21,USD,1.0,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Black,45.98,99.99,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
2701,1962805,Female,Ludmila Krytofová,Salt Lake City,UT,Utah,84111,United States,North America,1980-11-19,1451005,1,2018-12-21,Not Delivered,63,985,10,USD,2018-12-21,USD,1.0,A. Datum Full Frame Digital Camera X300 Pink,A. Datum,Pink,76.53,231.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2008-03-06
2702,2076862,Male,Damian Nilsen,Salt Lake City,UT,Utah,84106,United States,North America,1963-09-30,1529009,6,2019-03-09,Not Delivered,63,189,1,USD,2019-03-09,USD,1.0,SV 16xDVD M360 Silver,Southridge Video,Silver,58.36,126.9,202,VCD & DVD,2,TV and Video,2000.0,2008-03-06
2703,1819071,Male,Michael Stark,Clearfield,UT,Utah,84015,United States,North America,1940-03-09,1049004,1,2017-11-14,Not Delivered,63,113,1,USD,2017-11-14,USD,1.0,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,82.83,249.99,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
2704,1243894,Female,Roxie Minton,Midvale,UT,Utah,84047,United States,North America,1988-07-03,619012,2,2016-09-10,Not Delivered,63,2101,7,USD,2016-09-10,USD,1.0,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Silver,403.53,877.5,804,Water Heaters,8,Home Appliances,2000.0,2008-03-06
2705,1635130,Male,Randy Snider,West Valley City,UT,Utah,84119,United States,North America,1987-11-10,563004,2,2016-07-16,Not Delivered,63,1978,2,USD,2016-07-16,USD,1.0,Litware Refrigerator 4.6CuFt E280 Orange,Litware,Orange,152.94,299.99,802,Refrigerators,8,Home Appliances,2000.0,2008-03-06
2706,1802110,Male,Richard Velez,West Valley City,UT,Utah,84119,United States,North America,1937-08-28,1375033,2,2018-10-06,Not Delivered,63,538,2,USD,2018-10-06,USD,1.0,WWI CRT17 E106 White,Wide World Importers,White,50.47,99.0,304,Monitors,3,Computers,2000.0,2008-03-06
2707,1705952,Female,Loretta Crumrine,Salt Lake City,UT,Utah,84116,United States,North America,1992-06-11,1696023,1,2019-08-23,Not Delivered,63,1814,6,USD,2019-08-23,USD,1.0,MGS Zoo Tycoon2009 E170,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
2708,1802110,Male,Richard Velez,West Valley City,UT,Utah,84119,United States,North America,1937-08-28,1001001,4,2017-09-27,Not Delivered,63,2015,2,USD,2017-09-27,USD,1.0,Fabrikam Microwave 1.6CuFt M1250 Blue,Fabrikam,Blue,82.77,179.99,803,Microwaves,8,Home Appliances,2000.0,2008-03-06
2709,2076862,Male,Damian Nilsen,Salt Lake City,UT,Utah,84106,United States,North America,1963-09-30,1529009,4,2019-03-09,Not Delivered,63,1567,1,USD,2019-03-09,USD,1.0,The Phone Company PDA Handheld 4.7 inch L650 White,The Phone Company,White,128.88,389.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
2710,1982066,Female,Maarit Möttölä,Ogden,UT,Utah,84401,United States,North America,1962-06-15,712002,1,2016-12-12,Not Delivered,63,1215,3,USD,2016-12-12,USD,1.0,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,Fabrikam,Grey,81.57,160.0,405,Camcorders,4,Cameras and camcorders,2000.0,2008-03-06
2711,1962805,Female,Ludmila Krytofová,Salt Lake City,UT,Utah,84111,United States,North America,1980-11-19,1473030,1,2019-01-12,Not Delivered,63,1802,4,USD,2019-01-12,USD,1.0,MGS Age of Mythology 2009 E158,Tailspin Toys,White,16.31,32.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
2712,1320851,Male,Wilfred Millar,Salt Lake City,UT,Utah,84106,United States,North America,1939-02-05,917009,1,2017-07-05,Not Delivered,63,366,1,USD,2017-07-05,USD,1.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Black,348.58,758.0,301,Laptops,3,Computers,2000.0,2008-03-06
2713,1208569,Female,Laurel Dunn,Salt Lake City,UT,Utah,84104,United States,North America,1971-01-20,1591011,2,2019-05-10,Not Delivered,63,2506,1,USD,2019-05-10,USD,1.0,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,Contoso,Pink,2.42,4.74,505,Cell phones Accessories,5,Cell phones,2000.0,2008-03-06
2714,1877744,Female,Jennifer Whisenant,Draper,UT,Utah,84020,United States,North America,1972-01-03,1361023,2,2018-09-22,Not Delivered,63,1262,6,USD,2018-09-22,USD,1.0,Contoso Multi-Use Terminal Cable E308 Black,Contoso,Black,18.86,36.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2008-03-06
2715,1471304,Female,Judith Hall,Riverton,UT,Utah,84065,United States,North America,1970-02-27,1417007,1,2018-11-17,Not Delivered,63,655,6,USD,2018-11-17,USD,1.0,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,Proseware,Black,73.58,160.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2008-03-06
2716,1243894,Female,Roxie Minton,Midvale,UT,Utah,84047,United States,North America,1988-07-03,619012,4,2016-09-10,Not Delivered,63,964,1,USD,2016-09-10,USD,1.0,A. Datum Super-zoom Digital Camera X300 Grey,A. Datum,Grey,96.08,290.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2008-03-06
2717,1320851,Male,Wilfred Millar,Salt Lake City,UT,Utah,84106,United States,North America,1939-02-05,415004,2,2016-02-19,Not Delivered,63,124,5,USD,2016-02-19,USD,1.0,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,White,128.76,279.99,201,Televisions,2,TV and Video,2000.0,2008-03-06
2718,2076862,Male,Damian Nilsen,Salt Lake City,UT,Utah,84106,United States,North America,1963-09-30,1529009,1,2019-03-09,Not Delivered,63,1739,2,USD,2019-03-09,USD,1.0,MGS RalliSport Challenge E115,Tailspin Toys,Silver,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
2719,2088972,Female,Eva Brandt,Ephraim,UT,Utah,84627,United States,North America,1935-05-19,1632030,1,2019-06-20,Not Delivered,63,497,3,USD,2019-06-20,USD,1.0,Adventure Works LCD17 E200 Black,Adventure Works,Black,50.47,99.0,304,Monitors,3,Computers,2000.0,2008-03-06
2720,1802110,Male,Richard Velez,West Valley City,UT,Utah,84119,United States,North America,1937-08-28,1001001,2,2017-09-27,Not Delivered,63,1395,3,USD,2017-09-27,USD,1.0,Contoso Phone with 13-Number Memory (210) M301 Grey,Contoso,Grey,7.81,16.99,501,Home & Office Phones,5,Cell phones,2000.0,2008-03-06
2721,1506511,Male,James Mehl,Salt Lake City,UT,Utah,84106,United States,North America,1969-04-12,1295009,1,2018-07-18,Not Delivered,63,1395,2,USD,2018-07-18,USD,1.0,Contoso Phone with 13-Number Memory (210) M301 Grey,Contoso,Grey,7.81,16.99,501,Home & Office Phones,5,Cell phones,2000.0,2008-03-06
2722,1705952,Female,Loretta Crumrine,Salt Lake City,UT,Utah,84116,United States,North America,1992-06-11,1364009,3,2018-09-25,Not Delivered,63,958,3,USD,2018-09-25,USD,1.0,A. Datum Compact Digital Camera M200 Grey,A. Datum,Grey,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2008-03-06
2723,1326094,Male,Charles Sullivan,Fruitland,UT,Utah,84027,United States,North America,1960-06-24,673011,2,2016-11-03,Not Delivered,63,1538,7,USD,2016-11-03,USD,1.0,The Phone Company PDA Wifi 3.5-inch M200 Silver,The Phone Company,Silver,128.76,280.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
2724,1667349,Female,Robin Tillison,Salt Lake City,UT,Utah,84104,United States,North America,1998-05-07,1287010,5,2018-07-10,Not Delivered,63,2418,5,USD,2018-07-10,USD,1.0,Litware 3-Speed Oscillating Blower Fan M115 Silver,Litware,Silver,34.03,73.99,808,Fans,8,Home Appliances,2000.0,2008-03-06
2725,2076862,Male,Damian Nilsen,Salt Lake City,UT,Utah,84106,United States,North America,1963-09-30,1529009,2,2019-03-09,Not Delivered,63,2,2,USD,2019-03-09,USD,1.0,Contoso 512MB MP3 Player E51 Blue,Contoso,Blue,6.62,12.99,101,MP4&MP3,1,Audio,2000.0,2008-03-06
2726,1633913,Male,Allen Rogers,Cedar City,UT,Utah,84720,United States,North America,1971-09-16,665004,2,2016-10-26,Not Delivered,63,1135,9,USD,2016-10-26,USD,1.0,"Fabrikam SLR Camera 35"" M358 Blue",Fabrikam,Blue,150.84,328.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2008-03-06
2727,1471304,Female,Judith Hall,Riverton,UT,Utah,84065,United States,North America,1970-02-27,1727009,1,2019-09-23,Not Delivered,63,1130,1,USD,2019-09-23,USD,1.0,Fabrikam SLR Camera M149 Pink,Fabrikam,Pink,146.7,319.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2008-03-06
2728,1243894,Female,Roxie Minton,Midvale,UT,Utah,84047,United States,North America,1988-07-03,1445012,2,2018-12-15,Not Delivered,63,1202,1,USD,2018-12-15,USD,1.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,Fabrikam,Grey,330.66,998.0,405,Camcorders,4,Cameras and camcorders,2000.0,2008-03-06
2729,1676402,Male,Thomas Greenbaum,Orem,UT,Utah,84058,United States,North America,1983-09-09,1466006,2,2019-01-05,Not Delivered,63,388,1,USD,2019-01-05,USD,1.0,Adventure Works Laptop12 M1201 Blue,Adventure Works,Blue,195.24,382.95,301,Laptops,3,Computers,2000.0,2008-03-06
2730,1877744,Female,Jennifer Whisenant,Draper,UT,Utah,84020,United States,North America,1972-01-03,1638016,2,2019-06-26,Not Delivered,63,2357,4,USD,2019-06-26,USD,1.0,Contoso Air conditioner 10000BTU M0490 Red,Contoso,Red,197.74,429.99,807,Air Conditioners,8,Home Appliances,2000.0,2008-03-06
2731,1889189,Female,Birdie Johnson,Goshen,UT,Utah,84633,United States,North America,1993-08-13,1316007,3,2018-08-08,Not Delivered,63,2173,1,USD,2018-08-08,USD,1.0,Fabrikam Coffee Maker Auto 5C E090 Silver,Fabrikam,Silver,83.1,163.0,805,Coffee Machines,8,Home Appliances,2000.0,2008-03-06
2732,1243894,Female,Roxie Minton,Midvale,UT,Utah,84047,United States,North America,1988-07-03,619012,1,2016-09-10,Not Delivered,63,263,4,USD,2016-09-10,USD,1.0,Contoso Home Theater System 5.1 Channel M1540 Silver,Contoso,Silver,243.27,529.0,203,Home Theater System,2,TV and Video,2000.0,2008-03-06
2733,2018685,Female,Jennifer Payne,Salt Lake City,UT,Utah,84111,United States,North America,1968-08-27,734015,1,2017-01-03,Not Delivered,63,2427,4,USD,2017-01-03,USD,1.0,Litware Mobile Fan External USB Cooling Fan E601 Silver,Litware,Silver,16.77,32.89,808,Fans,8,Home Appliances,2000.0,2008-03-06
2734,325,Female,Madison Hull,MOUNT BUDD,WA,Western Australia,6522,Australia,Australia,1979-09-27,1109001,1,2018-01-13,Not Delivered,6,443,4,AUD,2018-01-13,AUD,1.2702,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349.0,303,Desktops,3,Computers,2000.0,2010-01-01
2735,325,Female,Madison Hull,MOUNT BUDD,WA,Western Australia,6522,Australia,Australia,1979-09-27,1109001,2,2018-01-13,Not Delivered,6,656,4,AUD,2018-01-13,AUD,1.2702,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",Proseware,Black,72.66,158.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2010-01-01
2736,325,Female,Madison Hull,MOUNT BUDD,WA,Western Australia,6522,Australia,Australia,1979-09-27,1109001,3,2018-01-13,Not Delivered,6,1084,3,AUD,2018-01-13,AUD,1.2702,Contoso SLR Camera X143 Grey,Contoso,Grey,214.03,646.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2010-01-01
2737,325,Female,Madison Hull,MOUNT BUDD,WA,Western Australia,6522,Australia,Australia,1979-09-27,1781006,1,2019-11-16,Not Delivered,6,418,3,AUD,2019-11-16,AUD,1.4701,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,2000.0,2010-01-01
2738,325,Female,Madison Hull,MOUNT BUDD,WA,Western Australia,6522,Australia,Australia,1979-09-27,1781006,2,2019-11-16,Not Delivered,6,75,3,AUD,2019-11-16,AUD,1.4701,NT Bluetooth Active Headphones E202 White,Northwind Traders,White,17.45,37.95,106,Bluetooth Headphones,1,Audio,2000.0,2010-01-01
2739,98002,Female,Zara Finney,MARCHAGEE,WA,Western Australia,6515,Australia,Australia,1985-08-15,1583027,1,2019-05-02,Not Delivered,6,1495,1,AUD,2019-05-02,AUD,1.4244,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,White,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2010-01-01
2740,98583,Female,Alana Kelly,LAKE TOOLBRUNUP,WA,Western Australia,6320,Australia,Australia,1964-11-30,1485024,3,2019-01-24,Not Delivered,6,1572,2,AUD,2019-01-24,AUD,1.4079,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
2741,42177,Male,Brock James,ELLEKER,WA,Western Australia,6330,Australia,Australia,1960-07-19,1147016,3,2018-02-20,Not Delivered,6,1609,1,AUD,2018-02-20,AUD,1.2681,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
2742,20069,Male,Jesse Parry-Okeden,GWINDINUP,WA,Western Australia,6237,Australia,Australia,1980-11-24,1616007,2,2019-06-04,Not Delivered,6,1699,5,AUD,2019-06-04,AUD,1.4333,SV Hand Games men M30 Red,Southridge Video,Red,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2010-01-01
2743,165032,Female,Anna Read,KWEDA,WA,Western Australia,6306,Australia,Australia,1997-07-18,1155013,4,2018-02-28,Not Delivered,6,105,2,AUD,2018-02-28,AUD,1.2803,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115.0,106,Bluetooth Headphones,1,Audio,2000.0,2010-01-01
2744,91913,Male,Lucas Hussey,BUNJIL,WA,Western Australia,6623,Australia,Australia,1943-09-20,1641038,4,2019-06-29,Not Delivered,6,1619,4,AUD,2019-06-29,AUD,1.4274,Contoso DVD Player M130 Grey,Contoso,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
2745,60411,Female,Eliza Solly,HIGHBURY,WA,Western Australia,6313,Australia,Australia,1938-10-15,1496006,4,2019-02-04,Not Delivered,6,72,7,AUD,2019-02-04,AUD,1.3851,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Blue,22.05,47.95,106,Bluetooth Headphones,1,Audio,2000.0,2010-01-01
2746,9915,Female,Ebony Buxton,SEPPINGS,WA,Western Australia,6330,Australia,Australia,1991-11-10,980012,1,2017-09-06,Not Delivered,6,451,2,AUD,2017-09-06,AUD,1.254,WWI Desktop PC2.30 M2300 Silver,Wide World Importers,Silver,257.06,559.0,303,Desktops,3,Computers,2000.0,2010-01-01
2747,13071,Female,Claudia Fuller,CUBALLING,WA,Western Australia,6311,Australia,Australia,1973-06-28,2145006,1,2020-11-14,Not Delivered,6,425,1,AUD,2020-11-14,AUD,1.3796,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers,2000.0,2010-01-01
2748,21460,Female,Kayla De Beuzeville,GLENLYNN,WA,Western Australia,6256,Australia,Australia,1957-11-01,2187001,5,2020-12-26,Not Delivered,6,425,2,AUD,2020-12-26,AUD,1.3154,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers,2000.0,2010-01-01
2749,35733,Female,Charlotte Shaw,WAROONA,WA,Western Australia,6215,Australia,Australia,1955-05-14,2008009,2,2020-06-30,Not Delivered,6,425,3,AUD,2020-06-30,AUD,1.4595,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers,2000.0,2010-01-01
2750,152270,Female,Piper Helmore,SINGLETON,WA,Western Australia,6175,Australia,Australia,1986-11-15,1603019,4,2019-05-22,Not Delivered,6,425,4,AUD,2019-05-22,AUD,1.4521,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369.0,303,Desktops,3,Computers,2000.0,2010-01-01
2751,152270,Female,Piper Helmore,SINGLETON,WA,Western Australia,6175,Australia,Australia,1986-11-15,1603019,5,2019-05-22,Not Delivered,6,1685,6,AUD,2019-05-22,AUD,1.4521,SV Hand Games for kids E30 Yellow,Southridge Video,Yellow,2.75,5.39,701,Boxed Games,7,Games and Toys,2000.0,2010-01-01
2752,17412,Male,Mitchell Kwok,VICTORIA PARK,WA,Western Australia,6100,Australia,Australia,1969-08-31,1367018,2,2018-09-28,Not Delivered,6,424,2,AUD,2018-09-28,AUD,1.3863,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,2000.0,2010-01-01
2753,98002,Female,Zara Finney,MARCHAGEE,WA,Western Australia,6515,Australia,Australia,1985-08-15,1442007,1,2018-12-12,Not Delivered,6,424,2,AUD,2018-12-12,AUD,1.3866,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,2000.0,2010-01-01
2754,163706,Female,Ellie Agostini,THE VINES,WA,Western Australia,6069,Australia,Australia,1946-09-23,1662039,3,2019-07-20,Not Delivered,6,424,2,AUD,2019-07-20,AUD,1.4175,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,2000.0,2010-01-01
2755,152270,Female,Piper Helmore,SINGLETON,WA,Western Australia,6175,Australia,Australia,1986-11-15,1603019,3,2019-05-22,Not Delivered,6,1467,1,AUD,2019-05-22,AUD,1.4521,Contoso Sharp Touch Screen Phones M910 Black,Contoso,Black,138.42,301.0,503,Touch Screen Phones,5,Cell phones,2000.0,2010-01-01
2756,124444,Male,Oscar Harker,BOWGADA,WA,Western Australia,6623,Australia,Australia,1951-03-12,1807001,1,2019-12-12,Not Delivered,6,1809,3,AUD,2019-12-12,AUD,1.4515,MGS Bicycle Board Games2009 E165,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,2000.0,2010-01-01
2757,20069,Male,Jesse Parry-Okeden,GWINDINUP,WA,Western Australia,6237,Australia,Australia,1980-11-24,1814070,2,2019-12-19,Not Delivered,6,455,1,AUD,2019-12-19,AUD,1.4561,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,304.48,919.0,303,Desktops,3,Computers,2000.0,2010-01-01
2758,133761,Female,Dakota Neville,WEDGECARRUP,WA,Western Australia,6315,Australia,Australia,1956-05-28,1122009,3,2018-01-26,Not Delivered,6,435,2,AUD,2018-01-26,AUD,1.2367,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,2000.0,2010-01-01
2759,166599,Male,Ryder Dalyell,NORTH WIALKI,WA,Western Australia,6473,Australia,Australia,1997-11-18,1601012,2,2019-05-20,Not Delivered,6,1617,3,AUD,2019-05-20,AUD,1.4454,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
2760,21460,Female,Kayla De Beuzeville,GLENLYNN,WA,Western Australia,6256,Australia,Australia,1957-11-01,2187001,1,2020-12-26,Not Delivered,6,1449,5,AUD,2020-12-26,AUD,1.3154,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Gold,137.96,300.0,503,Touch Screen Phones,5,Cell phones,2000.0,2010-01-01
2761,178302,Male,Charlie Burke-Gaffney,BOLGART,WA,Western Australia,6568,Australia,Australia,1948-11-17,1673008,3,2019-07-31,Not Delivered,6,1675,9,AUD,2019-07-31,AUD,1.4505,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,701,Boxed Games,7,Games and Toys,2000.0,2010-01-01
2762,152270,Female,Piper Helmore,SINGLETON,WA,Western Australia,6175,Australia,Australia,1986-11-15,1603019,1,2019-05-22,Not Delivered,6,1675,2,AUD,2019-05-22,AUD,1.4521,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,701,Boxed Games,7,Games and Toys,2000.0,2010-01-01
2763,23203,Female,Gemma Philipp,MADORA BAY,WA,Western Australia,6210,Australia,Australia,1998-08-11,1241010,1,2018-05-25,Not Delivered,6,580,1,AUD,2018-05-25,AUD,1.3211,Contoso Projector 480p M481 Black,Contoso,Black,254.4,499.0,305,Projectors & Screens,3,Computers,2000.0,2010-01-01
2764,23203,Female,Gemma Philipp,MADORA BAY,WA,Western Australia,6210,Australia,Australia,1998-08-11,1241010,2,2018-05-25,Not Delivered,6,445,2,AUD,2018-05-25,AUD,1.3211,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559.0,303,Desktops,3,Computers,2000.0,2010-01-01
2765,113481,Male,Zane Szabados,KUDARDUP,WA,Western Australia,6290,Australia,Australia,1946-10-13,1242025,1,2018-05-26,Not Delivered,6,445,2,AUD,2018-05-26,AUD,1.3211,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559.0,303,Desktops,3,Computers,2000.0,2010-01-01
2766,190882,Female,Kate Berrick,GASCOYNE RIVER,WA,Western Australia,6705,Australia,Australia,1940-01-20,490007,4,2016-05-04,Not Delivered,6,157,2,AUD,2016-05-04,AUD,1.3367,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",Adventure Works,Silver,505.85,1099.99,201,Televisions,2,TV and Video,2000.0,2010-01-01
2767,23320,Female,Samantha Weigel,WITTENOOM,WA,Western Australia,6751,Australia,Australia,1960-04-15,1699008,1,2019-08-26,Not Delivered,6,1606,4,AUD,2019-08-26,AUD,1.478,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
2768,154973,Female,Annabelle Mulga,LAKE HINDS,WA,Western Australia,6603,Australia,Australia,1975-07-28,1147010,1,2018-02-20,Not Delivered,6,449,1,AUD,2018-02-20,AUD,1.2681,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2010-01-01
2769,163416,Female,Matilda Shepherd,BOWGADA,WA,Western Australia,6623,Australia,Australia,1986-10-26,1986008,1,2020-06-08,Not Delivered,6,449,2,AUD,2020-06-08,AUD,1.4316,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2010-01-01
2770,162905,Male,Declan Howden,DINNINUP,WA,Western Australia,6244,Australia,Australia,1988-04-04,650002,1,2016-10-11,Not Delivered,6,2414,2,AUD,2016-10-11,AUD,1.3249,Litware 18'' Adjustable Oscillating Pedestal Fan E301 White,Litware,White,18.78,36.83,808,Fans,8,Home Appliances,2000.0,2010-01-01
2771,162905,Male,Declan Howden,DINNINUP,WA,Western Australia,6244,Australia,Australia,1988-04-04,650002,2,2016-10-11,Not Delivered,6,49,1,AUD,2016-10-11,AUD,1.3249,WWI 2GB Pulse Smart pen M100 White,Wide World Importers,White,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2010-01-01
2772,23203,Female,Gemma Philipp,MADORA BAY,WA,Western Australia,6210,Australia,Australia,1998-08-11,1814043,3,2019-12-19,Not Delivered,6,59,1,AUD,2019-12-19,AUD,1.4561,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Pink,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2010-01-01
2773,58710,Male,Jordan Foveaux,GOSNELLS,WA,Western Australia,6110,Australia,Australia,1949-11-21,1586001,1,2019-05-05,Not Delivered,6,67,2,AUD,2019-05-05,AUD,1.4292,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Black,13.1,25.69,106,Bluetooth Headphones,1,Audio,2000.0,2010-01-01
2774,98583,Female,Alana Kelly,LAKE TOOLBRUNUP,WA,Western Australia,6320,Australia,Australia,1964-11-30,1485024,7,2019-01-24,Not Delivered,6,2038,3,AUD,2019-01-24,AUD,1.4079,Litware Microwave 2.2CuFt M125 Red,Litware,Red,91.97,199.99,803,Microwaves,8,Home Appliances,2000.0,2010-01-01
2775,125254,Female,Zoe Bouton,NAIRIBIN,WA,Western Australia,6350,Australia,Australia,1938-08-27,1732005,4,2019-09-28,Not Delivered,6,78,1,AUD,2019-09-28,AUD,1.4803,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2010-01-01
2776,132701,Male,Koby Dick,WOORREE,WA,Western Australia,6530,Australia,Australia,1968-12-06,612013,1,2016-09-03,Not Delivered,6,1539,2,AUD,2016-09-03,AUD,1.3231,The Phone Company PDA Wifi 3.7-inch M250 Silver,The Phone Company,Silver,142.56,310.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2010-01-01
2777,198627,Male,Aidan Grimley,WITHERS,WA,Western Australia,6230,Australia,Australia,1952-02-23,1275012,1,2018-06-28,Not Delivered,6,1655,1,AUD,2018-06-28,AUD,1.3622,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
2778,113481,Male,Zane Szabados,KUDARDUP,WA,Western Australia,6290,Australia,Australia,1946-10-13,1388006,1,2018-10-19,Not Delivered,6,459,1,AUD,2018-10-19,AUD,1.4006,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,137.6,269.9,303,Desktops,3,Computers,2000.0,2010-01-01
2779,21460,Female,Kayla De Beuzeville,GLENLYNN,WA,Western Australia,6256,Australia,Australia,1957-11-01,2187001,3,2020-12-26,Not Delivered,6,2494,2,AUD,2020-12-26,AUD,1.3154,Reusable Phone Screen Protector E120,Contoso,Transparent,1.5,2.94,505,Cell phones Accessories,5,Cell phones,2000.0,2010-01-01
